strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
USA/MI-MDHHS-SC20177/2020	ncov	?	MT439278	2020-03-24	North America	USA	Michigan		North America	USA	Michigan	genome	29797	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439278	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20177/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
USA/MI-MDHHS-SC20186/2020	ncov	?	MT439281	2020-03-23	North America	USA	Michigan		North America	USA	Michigan	genome	29813	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT439281	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20186/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-07
USA/MI-MDHHS-SC20224/2020	ncov	?	MT506642	2020-03-15	North America	USA	Michigan		North America	USA	Michigan	genome	29812	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506642	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20224/2020, complete genome	2020-05-22
USA/MI-MDHHS-SC20228/2020	ncov	?	MT506655	2020-03-19	North America	USA	Michigan		North America	USA	Michigan	genome	29798	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506655	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20228/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20239/2020	ncov	?	MT506683	2020-03-24	North America	USA	Michigan		North America	USA	Michigan	genome	29813	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506683	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20239/2020, complete genome	2020-05-22
USA/MI-MDHHS-SC20242/2020	ncov	?	MT506681	2020-03-23	North America	USA	Michigan		North America	USA	Michigan	genome	29824	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506681	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20242/2020, complete genome	2020-05-22
USA/MI-MDHHS-SC20252/2020	ncov	?	MT506682	2020-03-22	North America	USA	Michigan		North America	USA	Michigan	genome	29805	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506682	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20252/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20259/2020	ncov	?	MT506693	2020-03-26	North America	USA	Michigan		North America	USA	Michigan	genome	29821	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506693	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20259/2020, complete genome	2020-05-22
USA/MI-MDHHS-SC20281/2020	ncov	?	MT506553	2020-03-27	North America	USA	Michigan		North America	USA	Michigan	genome	29813	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506553	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20281/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20284/2020	ncov	?	MT506580	2020-04-06	North America	USA	Michigan		North America	USA	Michigan	genome	29805	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506580	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20284/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20302/2020	ncov	?	MT506545	2020-03-25	North America	USA	Michigan		North America	USA	Michigan	genome	29796	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506545	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20302/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20314/2020	ncov	?	MT506528	2020-03-12	North America	USA	Michigan		North America	USA	Michigan	genome	29815	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506528	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20314/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20337/2020	ncov	?	MT509683	2020-03-24	North America	USA	Michigan		North America	USA	Michigan	genome	29804	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509683	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20337/2020, complete genome	2020-05-24
USA/MI-MDHHS-SC20356/2020	ncov	?	MT509702	2020-03-30	North America	USA	Michigan		North America	USA	Michigan	genome	29803	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509702	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20356/2020, complete genome	2020-05-24
USA/MI-MDHHS-SC20357/2020	ncov	?	MT509703	2020-03-30	North America	USA	Michigan		North America	USA	Michigan	genome	29806	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT509703	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20357/2020, complete genome	2020-05-24
USA/MI-MDHHS-SC20360/2020	ncov	?	MT506200	2020-03-13	North America	USA	Michigan		North America	USA	Michigan	genome	29803	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506200	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20360/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20368/2020	ncov	?	MT506208	2020-03-13	North America	USA	Michigan		North America	USA	Michigan	genome	29770	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506208	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20368/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/MI-MDHHS-SC20389/2020	ncov	?	MT506229	2020-04-30	North America	USA	Michigan		North America	USA	Michigan	genome	29813	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506229	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20389/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/NE_6605/2020	ncov	?	MT325592	2020-03-05	North America	USA	Nebraska		North America	USA	Nebraska	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325592	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NE_6605/2020, complete genome	2020-04-13
USA/NY-CDC-SURV0144NYC/2020	ncov	?	MT434813	2020-03-02	North America	USA	New York		North America	USA	New York	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT434813	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-CDC-SURV0144NYC/2020, complete genome	2020-05-06
USA/NY-CDC-SURV0319NYC/2020	ncov	?	MT434794	2020-03-08	North America	USA	New York		North America	USA	New York	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT434794	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-CDC-SURV0319NYC/2020, complete genome	2020-05-06
USA/NY-CDC-SURV0475NYC/2020	ncov	?	MT434801	2020-03-09	North America	USA	New York		North America	USA	New York	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT434801	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-CDC-SURV0475NYC/2020, complete genome	2020-05-06
USA/NY-PV08120/2020	ncov	?	MT370906	2020-03-17	North America	USA	New York		North America	USA	New York	genome	29772	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370906	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08120/2020, complete genome	2020-04-23
USA/NY-PV08124/2020	ncov	?	MT370839	2020-03-14	North America	USA	New York		North America	USA	New York	genome	29724	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370839	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08124/2020, complete genome	2020-04-23
USA/NY-PV08136/2020	ncov	?	MT370903	2020-03-17	North America	USA	New York		North America	USA	New York	genome	29756	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370903	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08136/2020, complete genome	2020-04-23
USA/NY-PV08138/2020	ncov	?	MT370881	2020-03-13	North America	USA	New York		North America	USA	New York	genome	29726	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370881	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08138/2020, complete genome	2020-04-23
USA/NY-PV08414/2020	ncov	?	MT370918	2020-03-16	North America	USA	New York		North America	USA	New York	genome	29726	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370918	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08414/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV08452/2020	ncov	?	MT370897	2020-03-18	North America	USA	New York		North America	USA	New York	genome	29724	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370897	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08452/2020, complete genome	2020-04-23
USA/NY-PV08455/2020	ncov	?	MT370899	2020-03-17	North America	USA	New York		North America	USA	New York	genome	29726	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370899	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08455/2020, complete genome	2020-04-23
USA/NY-PV09029/2020	ncov	?	MT371019	2020-03-21	North America	USA	New York		North America	USA	New York	genome	29720	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT371019	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09029/2020, complete genome	2020-04-23
USA/NY-PV09044/2020	ncov	?	MT370979	2020-03-21	North America	USA	New York		North America	USA	New York	genome	29712	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370979	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09044/2020, complete genome	2020-04-23
USA/NY-PV09063/2020	ncov	?	MT370973	2020-03-20	North America	USA	New York		North America	USA	New York	genome	29701	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370973	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09063/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV09099/2020	ncov	?	MT370957	2020-03-18	North America	USA	New York		North America	USA	New York	genome	29714	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370957	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09099/2020, complete genome	2020-04-23
USA/NY-PV09116/2020	ncov	?	MT370965	2020-03-19	North America	USA	New York		North America	USA	New York	genome	29767	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370965	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09116/2020, complete genome	2020-04-23
USA/NY-PV09121/2020	ncov	?	MT370928	2020-03-19	North America	USA	New York		North America	USA	New York	genome	29726	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370928	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09121/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV09122/2020	ncov	?	MT370953	2020-03-19	North America	USA	New York		North America	USA	New York	genome	29723	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370953	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09122/2020, complete genome	2020-04-23
USA/NY-PV09143/2020	ncov	?	MT370921	2020-03-20	North America	USA	New York		North America	USA	New York	genome	29694	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370921	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09143/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV09144/2020	ncov	?	MT370948	2020-03-20	North America	USA	New York		North America	USA	New York	genome	29730	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370948	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09144/2020, complete genome	2020-04-23
USA/NY-PV09145/2020	ncov	?	MT370925	2020-03-20	North America	USA	New York		North America	USA	New York	genome	29743	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370925	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09145/2020, complete genome	2020-04-23
USA/NY-PV09152/2020	ncov	?	MT370943	2020-03-21	North America	USA	New York		North America	USA	New York	genome	29703	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370943	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09152/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV09153/2020	ncov	?	MT370930	2020-03-22	North America	USA	New York		North America	USA	New York	genome	29714	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370930	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09153/2020, complete genome	2020-04-23
USA/NY-PV09161/2020	ncov	?	MT371011	2020-03-22	North America	USA	New York		North America	USA	New York	genome	29635	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT371011	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09161/2020 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV09176/2020	ncov	?	MT370951	2020-03-19	North America	USA	New York		North America	USA	New York	genome	29694	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370951	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09176/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV09179/2020	ncov	?	MT370963	2020-03-19	North America	USA	New York		North America	USA	New York	genome	29649	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370963	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09179/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/NY-PV09307/2020	ncov	?	MT370974	2020-03-22	North America	USA	New York		North America	USA	New York	genome	29694	Homo sapiens	?	?	?	?	Gonzalez-Reiche et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370974	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09307/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
USA/OH-MDHHS-SC20370/2020	ncov	?	MT506210	2020-03-13	North America	USA	Ohio		North America	USA	Ohio	genome	29793	Homo sapiens	?	?	?	?	Blankenship et al	https://www.ncbi.nlm.nih.gov/nuccore/MT506210	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/OH-MDHHS-SC20370/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
USA/OR-UW409/2020	ncov	?	MT293174	2020-03-27	North America	USA	Washington		North America	USA	Washington	genome	29672	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293174	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAOR-UW409/2020, complete genome	2020-04-06
USA/PA_2735/2020	ncov	?	MT344958	2020-03-07	North America	USA	Pennsylvania		North America	USA	Pennsylvania	genome	29876	Homo sapiens	?	?	?	?	Queen et al	https://www.ncbi.nlm.nih.gov/nuccore/MT344958	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_2735/2020, complete genome	2020-04-16
USA/PA_4395/2020	ncov	?	MT325603	2020-03-09	North America	USA	Pennsylvania		North America	USA	Pennsylvania	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325603	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA_4395/2020, complete genome	2020-04-13
USA/SC_3569/2020	ncov	?	MT325606	2020-03-06	North America	USA	South Carolina		North America	USA	South Carolina	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT325606	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC_3569/2020, complete genome	2020-04-13
USA/UNC_200181/2020	ncov	?	MT308703	2020-04-01	North America	USA	North Carolina		North America	USA	North Carolina	genome	29834	Homo sapiens	?	?	?	?	Bailey et al	https://www.ncbi.nlm.nih.gov/nuccore/MT308703	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNC_200181/2020, complete genome	2020-04-08
USA/UNKNOWN-UW-4089/2020	ncov	?	MT461618	2020-04-01	North America	USA	USA		North America	USA	USA	genome	29917	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT461618	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-4089/2020, complete genome	2020-05-13
USA/UNKNOWN-UW-5172/2020	ncov	?	MT375483	2020-04-02	North America	USA	USA		North America	USA	USA	genome	29871	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT375483	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-5172/2020, complete genome	2020-04-24
USA/UNKNOWN-UW-5769/2020	ncov	?	MT412281	2020-04-07	North America	USA	USA		North America	USA	USA	genome	29834	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT412281	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-5769/2020, complete genome	2020-04-30
USA/USA-WA_0442/2020	ncov	?	MT350267	2020-03-19	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Zhang et al	https://www.ncbi.nlm.nih.gov/nuccore/MT350267	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/USA-WA_0442/2020, complete genome	2020-04-17
USA/USA-WA_0447/2020	ncov	?	MT350280	2020-03-19	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT350280	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/USA-WA_0447/2020, complete genome	2020-04-17
